company_name,company_address,company_ltd,company_lng,company_verified,company_coordinates
Bodex AG,"Thurgauerstrasse 70, P.O. Box: 8050, Zurich",,,,
Bodensee Kase Ag,"Romanshornerstr. 253 8580 Hatswil, Zurich",,,,
Bodycote Warmebehandlung Schweiz Ag,"Industriestr. 32 8117 Fallanden, Zurich",,,,"47 22m 43.7009s N, 8 38m 36.5032s E"
Bodmer Kãœsnacht Ag,"Florastr. 21 8700 Kusnacht, Zurich",,,,"47 19m 3.8892s N, 8 34m 58.8833s E"
Böhny-Handschuhe AG,"Augustinergasse 22, P.O. Box: 8001, Zurich",,,,
Böhi Gregor,"Felsenrainstrasse 1, P.O. Box: 8052, Zurich",,,,
Bösch Adrian P.,"Granitweg 2, P.O. Box: 8006, Zurich",,,,
Börse 4,"Augustinergasse 14, P.O. Box: 8001, Zurich",,,,
Boesch Ag Garten- Und Landschaftsbau,"Witikonerstr. 295 8053 Zurich, Zurich",,,,"47 21m 32.6794s N, 8 35m 9.06504s E"
Bofrost (Nord-Schweiz) Vertriebs Ag,"Schwerzistr. 4 8807 Freienbach, Zurich",,,,
Bogen 33,"Geroldstrasse 33, P.O. Box: 8005, Zurich",,,,
Bogner Sport AG,"Grubenstrasse 38, P.O. Box: 8045, Zurich",,,,
Bogner Sport AG,"In Gassen 18, P.O. Box: 8001, Zurich",,,,
Bogar Ag,"Industriestr. 50a 8304 Wallisellen, Zurich",,,,"47 24m 34.4691s N, 8 35m 38.2508s E"
Bohnhoff Zsolt,"Claridenstrasse 20, P.O. Box: 8002, Zurich",,,,
Bohemia,"Klosbachstrasse 2 /am Kreuzplatz, P.O. Box: 8032, Zurich",,,,
Bohler Thyssen Schweisstechnik Ag,"Hertistr. 15 8304 Wallisellen, Zurich",,,,"47 24m 49.291s N, 8 34m 43.4901s E"
BOhny-Handschuhe Ag,"Augustinerg. 22 Pf 1957 8001 Zurich, Zurich",,,,
boid gmbh,"Bachstrasse 9, P.O. Box: 8038, Zurich",,,,
Boitel Arwed E.,"Vorderberg 5, P.O. Box: 8044, Zurich",,,,
Bolani Helena,"Badenerstrasse 342, P.O. Box: 8004, Zurich",,,,
Bollinger Ingenieurbüro AG,"Tobelhofstrasse 6, P.O. Box: 8044, Zurich",,,,
"Bolliger Ag, Gartenbau, Garten- Und Landschaftsarchitekt","Hangstr. 3 8952 Schlieren, Zurich",,,,"47 23m 46.7011s N, 8 25m 54.821s E"
Bollinger Ingenieurbãœro Ag,"Tobelhofstrasse 6 8044 Zurich, Zurich",,,,"47 22m 34.88s N, 8 34m 6.8305s E"
Bollin Ag,"Dienerstr. 1214 8004 Zurich, Zurich",,,,"47 22m 46.9049s N, 8 31m 28.9934s E"
Boller Textiles Ag,"Toesstalstrasse 15 8488 Turbenthal, Zurich",,,,"47 26m 30.2026s N, 8 50m 10.3394s E"
"Boller, Winkler Ag","Tosstalstr. 15 8488 Turbenthal, Zurich",,,,"47 26m 30.2026s N, 8 50m 10.3394s E"
Bolero Zeitschriftenverlag Ag,"Giesshubelstr. 62 I 8045 Zurich, Zurich",,,,"47 21m 35.3383s N, 8 31m 22.1966s E"
Bollschweiler & Co. Ag,"Lerzenstrasse 15 Postfach 915 8953dietikon Zh, Zurich",,,,
Bommer Werner AG,"Kirchgasse 25, P.O. Box: 8001, Zurich",,,,
Bommer Hans-Rudolf,"In der Breiti 2, P.O. Box: 8047, Zurich",,,,
BOMBARDIER TRANSPORTATION FINANCIAL SERVICES S.À.R.L,"Brown-Boveri-Strasse 5, P.O. Box: 8050, Zurich",,,,
Bombardier Transportation (Switzerland) AG,"Brown-Boveri-Strasse 5, P.O. Box: 8050, Zurich",,,,
Bombasei Ag,"Stationsstr. 27 8606 Nanikon, Zurich",,,,"47 22m 7.0626s N, 8 41m 9.75444s E"
Bonesso Mauro brunner & bonesso,"Helenastrasse 3, P.O. Box: 8008, Zurich",,,,
Bontrag Steuer- u. Treuhandkanzlei,"Altstetterstrasse 164, P.O. Box: 8048, Zurich",,,,
Bonlieu Genossenschaft für Wohnen und Kultur,"Kochstrasse 2, P.O. Box: 8004, Zurich",,,,
Bonsai Investment Ag,"Oberstadtstr. 4 8500 Frauenfeld, Zurich",,,,
BOni & Co Ag,"Zurcherstr. 350 8500 Frauenfeld, Zurich",,,,
Bonatrans Ag,"Elsastrasse 16 8004 Zurich, Zurich",,,,"47 22m 37.4725s N, 8 30m 52.2716s E"
Booster,"Stüssihofstatt 6, P.O. Box: 8001, Zurich",,,,
Boos Norbert,"Walchestrasse 15, P.O. Box: 8006, Zurich",,,,
Booz Allen Hamilton Ag,"Falkenstr. 28 8008 Zurich, Zurich",,,,"47 21m 56.4311s N, 8 32m 54.9818s E"
Borox-Data AG,"Werdstrasse 40, P.O. Box: 8004, Zurich",,,,
Borrweg,"Borrweg 81-83, P.O. Box: 8055, Zurich",,,,
Borer Albert AG,"Bederstrasse 123, P.O. Box: 8002, Zurich",,,,
Borschberg And Kaser Ag,"Friedgrabenstr. 7 8907 Wettswil, Zurich",,,,"47 20m 10.4921s N, 8 28m 3.37804s E"
Bosshard Andreas,"Nebelbachstrasse 10, P.O. Box: 8008, Zurich",,,,
Bosshard+Co. AG Rümlang,"Siewerdtstrasse 69, P.O. Box: 8050, Zurich",,,,
Bosshart Viktor,"Wehntalerstrasse 634, P.O. Box: 8046, Zurich",,,,
Bosshard Erich (-Nepustil),"Witikonerstrasse 356, P.O. Box: 8053, Zurich",,,,
Bosshard Renate (-Nepustil),"Witikonerstrasse 356, P.O. Box: 8053, Zurich",,,,
Bossy Claude,"Rötelstrasse 91, P.O. Box: 8037, Zurich",,,,
Boston Consulting Group AG (Switzerland),"Münstergasse 2, P.O. Box: 8001, Zurich",,,,
Bosshard Vaquer Architekten,"Ankerstrasse 3, P.O. Box: 8004, Zurich",,,,
Bosshart Paul E.,"Freiestrasse 80, P.O. Box: 8032, Zurich",,,,
Bosshard & Co Ag Rãœmlang,"Ifangstrasse 97 8153 Rumlang, Zurich",,,,"47 26m 46.0615s N, 8 32m 19.958s E"
Bosshard & Ochsner Ag,"Morgentalstr. 34 8355 Aadorf, Zurich",,,,
Bosshard Transport Ag,"Saland, Dillhaus 0 8494 Bauma, Zurich",,,,
Bosshard Ag Kunststofffenster,"Morgentalstr. 34 8355 Aadorf, Zurich",,,,
Bosch Und Butz Werbeagentur Ag,"Lowe Ag Wengistrasse 1 8004 Zurich, Zurich",,,,
"Bosshard Ag, Emil","Im Schossacher 13 8600duebendorf, Zurich",,,,
Bosshard Rudolf Ag,"Kempttalerstrasse 115 8308illnau Zh, Zurich",,,,
Bouvier Gaby,"Bahnhofstrasse 73, P.O. Box: 8001, Zurich",,,,
Bourquin Raymond,"Langstrasse 234, P.O. Box: 8005, Zurich",,,,
Boutique Ulla Popken,"Werdstrasse 2, P.O. Box: 8004, Zurich",,,,
Bouquet Trading + Management AG,"Kuttelgasse 7, P.O. Box: 8001, Zurich",,,,
Bourquin Verpackungstechnik Ag,"Rutistr. 22 8952 Schlieren, Zurich",,,,"47 24m 1.23372s N, 8 27m 6.57828s E"
Boutique Premier,"Bleicherweg 33 8002 Zurich, Zurich",,,,"47 21m 59.3438s N, 8 32m 0.76416s E"
Boutique S'Leue Ladeli,"Ferrachstr. 35 8630 Ruti, Zurich",,,,"47 15m 26.8747s N, 8 51m 12.3203s E"
Bourquin Nahtechnik Ag,"Seebergstr. 1 8952 Schlieren, Zurich",,,,
Bovis Lend Lease Ag,"Loewenstr. 11 8001 Zurich, Zurich",,,,"47 22m 25.3718s N, 8 32m 5.65944s E"
Bow Holding Ag,"Bds Consulting Ag Vordergasse 3 8200 Schaffhausen, Zurich",,,,
B&P Baurealisation Ag,"Siewerdtstrasse 26 8050 Zurich, Zurich",,,,"47 24m 43.3897s N, 8 32m 58.799s E"
BP Service Leimbach,"Soodstrasse 42, P.O. Box: 8041, Zurich",,,,
BP Service Wiedikon,"Seebahnstrasse 110, P.O. Box: 8003, Zurich",,,,
BP Service Wollishofen,"Mythenquai 320, P.O. Box: 8038, Zurich",,,,
B&P tax and legal AG,"Talstrasse 82, P.O. Box: 8001, Zurich",,,,
BPW Club der Zürcher Berufs- und Geschäftsfrauen,"Genferstrasse 33, P.O. Box: 8002, Zurich",,,,
Brasilianisches Generalkonsulat,"Stampfenbachstrasse 138, P.O. Box: 8006, Zurich",,,,
Bracchi + Partner GmbH,"Bederstrasse 4, P.O. Box: 8002, Zurich",,,,
Brauerei-Verband Schweizer,"Engimattstrasse 11, P.O. Box: 8002, Zurich",,,,
Brändli R.,"Hottingerstrasse 44, P.O. Box: 8032, Zurich",,,,
Brahmshof Catering,"Brahmsstrasse 22, P.O. Box: 8003, Zurich",,,,
Braun Peter A.,"Zeltweg 81, P.O. Box: 8032, Zurich",,,,
Braun Andrea,"Hardturmstrasse 133, P.O. Box: 8005, Zurich",,,,
braincube AG IT-Services,"Winterthurerstrasse 28, P.O. Box: 8006, Zurich",,,,
Braun Gerda,"Bremgartnerstrasse 18, P.O. Box: 8003, Zurich",,,,
Brandes Energie AG,"Molkenstrasse 21, P.O. Box: 8004, Zurich",,,,
Braschler Claudia,"Seefeldstrasse 214, P.O. Box: 8008, Zurich",,,,
Braxo AG,"Laurenzgasse 6, P.O. Box: 8006, Zurich",,,,
Branchen Versicherung Schweiz,"Irisstrasse 9, P.O. Box: 8032, Zurich",,,,
Brandli Gartenbau Ag,"Wetzikerstr. 43 8330 Pfaffikon, Zurich",,,,"47 20m 23.6864s N, 8 49m 2.44632s E"
"Bratschi, Emch & Partner","Bahnhofstr. 106 8001 Zurich, Zurich",,,,"47 17m 47.0011s N, 8 33m 54.7218s E"
"Brander Ag, Metallbau & Normbauteile","Riedterstr. 17 8162 Steinmaur, Zurich",,,,"47 29m 57.415s N, 8 27m 29.3485s E"
Brauerei Falken Ag,"Brauereistr. 1 8201 Schaffhausen, Zurich",,,,
Brack Landmaschinen Ag,"Im Schlat 477 8476 Unterstammheim, Zurich",,,,"47 38m 59.0815s N, 8 46m 48.441s E"
Bracker Ag,"Obermattstr. 65 8330 Pfaffikon, Zurich",,,,"47 22m 11.5378s N, 8 46m 48.1777s E"
Breitenstein Urs,"Seestrasse 259, P.O. Box: 8038, Zurich",,,,
Brenner Heidy,"Mühlebachstrasse 42, P.O. Box: 8008, Zurich",,,,
Brenner Jochen,"Walchestrasse 15, P.O. Box: 8006, Zurich",,,,
Breitenstein Urs,"Seefeldstrasse 214, P.O. Box: 8008, Zurich",,,,
Brem Ernst,"Fraumünsterstrasse 9, P.O. Box: 8001, Zurich",,,,
BREE LIMMATQUAI,"Limmatquai 74, P.O. Box: 8001, Zurich",,,,
BREE RENNWEG,"Rennweg 38, P.O. Box: 8001, Zurich",,,,
brefis personal ag,"Badenerstrasse 333, P.O. Box: 8003, Zurich",,,,
Brendlin & Partner AG,"Mühlebachstrasse 72, P.O. Box: 8008, Zurich",,,,
Breiter-Immobilien Ag Schaffhausen,"Armin Breiter Albisstrasse 5 8200 Schaffhausen, Zurich",,,,
Brescianini SOhne & Co,"Schmittegass 85 8957 Spreitenbach, Zurich",,,,
Bricosol SA,"Hermetschloostrasse 75, P.O. Box: 8048, Zurich",,,,
"Bridge, Fédération Suisse de Bridge","Klarastrasse 3, P.O. Box: 8008, Zurich",,,,
Bridgeworks AG,"Zollikerstrasse 44, P.O. Box: 8008, Zurich",,,,
Brink's Schweiz AG,"P.O. Box: 8058, Zurich",,,,
Brianza Renata,"Löwenstrasse 2, P.O. Box: 8001, Zurich",,,,
Bringolf Irion Vögeli,"Neugasse 6, P.O. Box: 8005, Zurich",,,,
Brigitte Sommer,"Richard-Wagner-Strasse 8, P.O. Box: 8002, Zurich",,,,
Bricon Ag,"Steinhaldenstrasse 14 8954geroldswil Zh, Zurich",,,,
Brink's International Ag,"Kanalstrasse 15 8152glattbrugg Zh, Zurich",,,,
Bronzen Looser Walter AG,"Josefstrasse 206, P.O. Box: 8005, Zurich",,,,
Brögli Angela,"Forchstrasse 138, P.O. Box: 8032, Zurich",,,,
Brögli Heinz,"Forchstrasse 138, P.O. Box: 8032, Zurich",,,,
Brown Brothers Harriman Services Ag,"Barengasse 25 8001 Zurich, Zurich",,,,"47 22m 10.2016s N, 8 32m 12.7255s E"
Bãœro Fãœrrer Ag,"Munsterhof 13 8001 Zurich, Zurich",,,,"47 22m 13.2506s N, 8 32m 26.9406s E"
Bãœro Schoch Ag,"Werkhaus, Zurcher Str. 21 8400 Winterthur, Zurich",,,,"47 29m 51.9504s N, 8 43m 2.3808s E"
Brogioli Casting-Edelmetallguss Ag,"Ampelngasse 8 Pf 125 8200 Schaffhausen, Zurich",,,,
Bãœro Veritas Quality International Switzerland Ag,"Vor Ort 25 8104 Weiningen, Zurich",,,,
Bãœro Riethmann Ag,"Seestrasse 15 8702 Zollikon, Zurich",,,,"47 20m 35.6278s N, 8 34m 3.55307s E"
"Brãœtsch, Rãœegger Ag","In Der Luberzen 1 8902 Urdorf, Zurich",,,,"47 23m 37.0865s N, 8 25m 5.74622s E"
"Brunner, Györffy, Hentz, Mauerhofer, Nideröst, Schobinger Zaugg","Gartenhofstrasse 15, P.O. Box: 8004, Zurich",,,,
Brunnschweiler Heer,"Bahnhofstrasse 70, P.O. Box: 8001, Zurich",,,,
Brunnenhof,"Künzlistrasse 54, P.O. Box: 8057, Zurich",,,,
Brun Bildhauerei,"Forchstrasse 359, P.O. Box: 8008, Zurich",,,,
Brunnen Bibel Panorama,"Schaffhauserstrasse 276, P.O. Box: 8057, Zurich",,,,
Brunnschweiler Daniel,"Witellikerstrasse 40, P.O. Box: 8008, Zurich",,,,
Brülhart Kurt B.,"Witellikerstrasse 40, P.O. Box: 8008, Zurich",,,,
Brunaupark AG,"Giesshübelstrasse 65, P.O. Box: 8045, Zurich",,,,
Brun + Bürgin Fotografen AG,"Binzstrasse 39, P.O. Box: 8045, Zurich",,,,
"Brunner Rolf, In Architektur","Feldeggstrasse 41, P.O. Box: 8008, Zurich",,,,
Brunner & Partner,"Schanzeneggstrasse 1, P.O. Box: 8002, Zurich",,,,
Brusa Guido,"Strassburgstrasse 10, P.O. Box: 8004, Zurich",,,,
Brustzentrum im Universitätsspital,"Frauenklinikstrasse 10, P.O. Box: 8091, Zurich",,,,
brunner & bonesso,"Helenastrasse 3, P.O. Box: 8008, Zurich",,,,
Brunner Christian brunner & bonesso,"Helenastrasse 3, P.O. Box: 8008, Zurich",,,,
Brüderlin Markus,"Bergstrasse 122, P.O. Box: 8032, Zurich",,,,
Brühwiler Johannes,"Klosbachstrasse 123 /b. Römerhof, P.O. Box: 8032, Zurich",,,,
Bründler Hans,"Albisriederstrasse 334 /A-Park, P.O. Box: 8047, Zurich",,,,
Brüngger Elisabeth,"Narzissenstrasse 5, P.O. Box: 8006, Zurich",,,,
Brunnschweiler Stefan,"Dreikönigstrasse 7, P.O. Box: 8002, Zurich",,,,
Brusa Damiano,"Dreikönigstrasse 7, P.O. Box: 8002, Zurich",,,,
Brunner Dieter,"Grossmünsterplatz 8, P.O. Box: 8001, Zurich",,,,
Brunschwig & Cie SA,"Bahnhofstrasse 30, P.O. Box: 8001, Zurich",,,,
3 Brüder Ristorante Pizzeria GmbH,"Limmatstrasse 125, P.O. Box: 8005, Zurich",,,,
Brunau-Park,"Giesshübelstrasse 65, P.O. Box: 8045, Zurich",,,,
Brühlmann Hannabeth,"Witellikerstrasse 40, P.O. Box: 8008, Zurich",,,,
Brustzentrum,"Seefeldstrasse 214, P.O. Box: 8008, Zurich",,,,
Brust-Zentrum,"Seefeldstrasse 214, P.O. Box: 8008, Zurich",,,,
Bruker Daltonics Gmbh,"Industriestr. 26 8117 Fallanden, Zurich",,,,"47 22m 41.2468s N, 8 38m 36.5096s E"
Brunner Erben Holding Ag,"Leutschenbachstr. 52 8050 Zurich, Zurich",,,,"47 24m 59.5667s N, 8 33m 21.2684s E"
Brutsch Elektronik Ag,"Nusatzstr. 11 8248 Uhwiesen, Zurich",,,,"47 40m 8.1786s N, 8 38m 22.0927s E"
Brunner Erben Ag Kreuzlingen,"Maurerstr. 3 8280 Kreuzlingen, Zurich",,,,
Brunner Erben Ag Zãœrich,"Leutschenbachstr. 52 8050 Zurich, Zurich",,,,"47 24m 59.5667s N, 8 33m 21.2684s E"
Brutsch Metallbau Ag,"Schweizerbildstr. 43 8200 Schaffhausen, Zurich",,,,
Bruno ROllin Ag,"Riedthofstrasse 192 8105 Regensdorf, Zurich",,,,"47 26m 28.5493s N, 8 27m 40.9217s E"
Brunschweiler Communication,"Gehrenholz D5 Postfach 729 8055zurich, Zurich",,,,
Brunnert-Grimm Ag,"Espenstrasse 9 8274gottlieben Tg, Zurich",,,,
Bruker Biospin Ag,"Industriestr. 26 8117 Fallanden, Zurich",,,,"47 22m 41.2468s N, 8 38m 36.5096s E"
Bryner & Co,"Ottenweg 29, P.O. Box: 8008, Zurich",,,,
B. Scheuble & Co,"Schmidgasse 8 8001 Zurich, Zurich",,,,"47 22m 28.9492s N, 8 32m 37.3589s E"
BS Engineering Dr. Bruno Schneuwly,"Technoparkstrasse 1, P.O. Box: 8005, Zurich",,,,
Bsh Hausgerate Ag,"Fahrweidstr. 80 8954 Geroldswil, Zurich",,,,"47 24m 58.8699s N, 8 24m 52.0594s E"
Bsiv Treuhand,"Strohwiesstrasse 4 8810 Horgen, Zurich",,,,"47 15m 56.6532s N, 8 35m 3.33276s E"
BSP GmbH,"Meierwiesenstrasse 18, P.O. Box: 8064, Zurich",,,,
Bsr Brãœtsch Security-Recycling Ag,"Steinerstrasse 60 8253 Diessenhofen, Zurich",,,,
B. Steinmann Ag,"Ueberlandstr. 440 8051 Zurich, Zurich",,,,"47 24m 19.2449s N, 8 35m 29.3708s E"
BSZ Business Service AG Zürich,"Stampfenbachstrasse 48, P.O. Box: 8006, Zurich",,,,
Bta Business Travel Kloten Ag,"Industriestr. 14 8302 Kloten, Zurich",,,,"47 26m 59.9068s N, 8 35m 21.5354s E"
Bta Business Travel Zãœrich Ag,"Hohlstr. 192 8004 Zurich, Zurich",,,,"47 22m 53.6585s N, 8 31m 2.94816s E"
Bta Digital Works Ag,"Zentrum Joweid 0 8630 Ruti, Zurich",,,,"47 15m 41.2967s N, 8 51m 12.3545s E"
B.T.C. Bulk Transport Corporation,"Rathausstr. 10 Pf 1636 8640 Rapperswil, Zurich",,,,
BT-Hydraulik AG,"Räffelstrasse 25, P.O. Box: 8045, Zurich",,,,
Buchhandlung Kunstgriff,"Limmatstrasse 270, P.O. Box: 8005, Zurich",,,,
Buchmann Peter,"Gladbachstrasse 95, P.O. Box: 8044, Zurich",,,,
Buchlern,"Friedhofstrasse 89, P.O. Box: 8048, Zurich",,,,
Buchmann Regula,"Seestrasse 247, P.O. Box: 8038, Zurich",,,,
Buck K. Wolfgang,"Gubelstrasse 28, P.O. Box: 8050, Zurich",,,,
Bucher Fritz,"Wyssgasse 8/10, P.O. Box: 8004, Zurich",,,,
Buchs Communication GmbH,"Münchhaldenstrasse 10, P.O. Box: 8008, Zurich",,,,
Buchegger Pia,"Kurvenstrasse 16, P.O. Box: 8006, Zurich",,,,
Buchegg Motos AG,"Hofwiesenstrasse 190, P.O. Box: 8057, Zurich",,,,
Bucheggplatz,"Hofwiesenstrasse 97, P.O. Box: 8057, Zurich",,,,
Buchhändler- und Verleger-Verband SBVV,"Alderstrasse 40, P.O. Box: 8008, Zurich",,,,
Buchli + Partner GmbH,"Thurgauerstrasse 70, P.O. Box: 8050, Zurich",,,,
Bucheler Metallbau Ag,"Biessenhofen 0 8580 Amriswil, Zurich",,,,
Buchi Ag,"Gschwaderstr. 12 8610 Uster, Zurich",,,,"47 21m 21.424s N, 8 42m 36.7081s E"
Buchbinderei Rolf Huber Ag,"Bruelstr. 2 8157 Dielsdorf, Zurich",,,,"47 28m 49.2028s N, 8 28m 7.41628s E"
Buchi & Co.,"Berghofstr. 4 8630 Ruti, Zurich",,,,"47 14m 58.9702s N, 8 51m 19.348s E"
Buchbinderei Milan Partner Ag,"Luegislandstr. 11 8143 Stallikon, Zurich",,,,"47 20m 53.9279s N, 8 28m 38.7214s E"
Buchbinderei Burkhardt Ag,"Isenrietstr. 21 8617 Monchaltorf, Zurich",,,,"47 18m 14.3888s N, 8 43m 6.43264s E"
Bucher-Guyer Ag,"Murzlenstr. 80 8166 Niederweningen, Zurich",,,,"47 30m 38.8193s N, 8 22m 0.333551s E"
Buchbinderei Scherrer Ag,"HeinrichStutzStr. 27 8902 Urdorf, Zurich",,,,
Bucher-Landtechnik Ag,"Murzlenstr. 80 8166 Niederweningen, Zurich",,,,"47 30m 38.8193s N, 8 22m 0.333551s E"
Buchdruckerei Und Verlag March-Anzeiger Ag,"Alpenblickstrasse 26 8853 Lachen, Zurich",,,,
Buck Ag Malergeschaft,"Zwinglistr. 8 8004 Zurich, Zurich",,,,"47 22m 40.9897s N, 8 31m 46.5006s E"
Bucher Industries Ag,"Murzlenstr. 80 8166 Niederweningen, Zurich",,,,"47 30m 38.8193s N, 8 22m 0.333551s E"
Buddhistischer Tempel,"Mirabellenstrasse 1, P.O. Box: 8048, Zurich",,,,
Budliger Treuhand Ag,"Waffenplatzstr. 64 Pf 657 8002 Zurich, Zurich",,,,
Büro Petermann,"Buchmattweg 4, P.O. Box: 8057, Zurich",,,,
Büchi Hanspeter,"Wehntalerstrasse 405, P.O. Box: 8046, Zurich",,,,
Büro Creativ,"P.O. Box: 8008, Zurich",,,,
Büro für Wohlstand,"Schaffhauserstrasse 550, P.O. Box: 8052, Zurich",,,,
Büro für Qualitätsentwicklung,"Scheuchzerstrasse 12, P.O. Box: 8006, Zurich",,,,
Büchi P. Buch- und Offsetdruck,"Schaffhauserstrasse 439, P.O. Box: 8050, Zurich",,,,
Bürgi Thomas,"Markusstrasse 10, P.O. Box: 8006, Zurich",,,,
Büsser Roswitha,"Räffelstrasse 11, P.O. Box: 8045, Zurich",,,,
BÜHLER & LIENERT,"Forchstrasse 5, P.O. Box: 8032, Zurich",,,,
Bühler Arthur,"Rautistrasse 8, P.O. Box: 8047, Zurich",,,,
Bürgi Paul,"Mühlebachstrasse 8, P.O. Box: 8008, Zurich",,,,
Bürgi Gudrun (-Schneider),"Grossmünsterplatz 9, P.O. Box: 8001, Zurich",,,,
Bürgi Nägeli,"Grossmünsterplatz 9, P.O. Box: 8001, Zurich",,,,
Bürgi Urs,"Grossmünsterplatz 9, P.O. Box: 8001, Zurich",,,,
Bürki Harry,"Thurgauerstrasse 76, P.O. Box: 8050, Zurich",,,,
Bueromac Ag,"Furtbachstrasse 1618 8107buchs Zh, Zurich",,,,
Bueroelektronik Bel Ag,"Kanalstrasse 19 8152glattbrugg, Zurich",,,,
Buecheler Ag,"Biessenhofen 8580amriswil Tg, Zurich",,,,
Buff-Glas,"Bergacker 36, P.O. Box: 8046, Zurich",,,,
Bugmann Stocker Seiler Capital Partners AG,"Tödistrasse 1, P.O. Box: 8002, Zurich",,,,
Buhr Axel,"Dreikönigstrasse 7, P.O. Box: 8002, Zurich",,,,
Buhn,"Höhenring 36, P.O. Box: 8052, Zurich",,,,
Buhnrain,"Buhnrain 40, P.O. Box: 8052, Zurich",,,,
Buhler Innenausbau Ag,"Rikonerstr. 554 8489 Wildberg, Zurich",,,,"47 25m 42.0042s N, 8 48m 56.0164s E"
Buhler Druck Ag,"Gutenbergstr. 6 Pf 658 8027 Zurich, Zurich",,,,
Buhler Concept Ag,"Industriestr. 20 8424 Embrach, Zurich",,,,"47 30m 59.2942s N, 8 35m 49.4592s E"
Bui Trong Khang,"Baumackerstrasse 46, P.O. Box: 8050, Zurich",,,,
Buis Bürgi AG,"Mühlebachstrasse 8, P.O. Box: 8008, Zurich",,,,
Buis Eric,"Mühlebachstrasse 8, P.O. Box: 8008, Zurich",,,,
Bulgari SA,"Bahnhofstrasse 25, P.O. Box: 8001, Zurich",,,,
Bullingertreff,"Bullingerstrasse 9, P.O. Box: 8004, Zurich",,,,
Bundesrepublik Deutschland,"Witikonerstrasse 15, P.O. Box: 8032, Zurich",,,,
Bunter-Druck Ag,"Schweizersbildstr. 30 8200 Schaffhausen, Zurich",,,,
Buonvicini Ag,"Gotthardstr. 25 8002 Zurich, Zurich",,,,"47 21m 56.8847s N, 8 32m 11.3885s E"
Buonvicini & SOhne Ag,"Zeughausstr. 67 8004 Zurich, Zurich",,,,"47 22m 35.629s N, 8 31m 44.4104s E"
Burla Markus,"Stauffacherstrasse 234, P.O. Box: 8004, Zurich",,,,
Burkhard Verena,"Leimbachstrasse 56, P.O. Box: 8041, Zurich",,,,
Burkamp Antje,"Dolderstrasse 30, P.O. Box: 8032, Zurich",,,,
Burch Pepi Consulting,"Eulenweg 11, P.O. Box: 8048, Zurich",,,,
Burger René,"Loorenstrasse 43, P.O. Box: 8053, Zurich",,,,
Burkhard Michael,"Buchzelgstrasse 64, P.O. Box: 8053, Zurich",,,,
Burkhard Daniel,"Dreikönigstrasse 7, P.O. Box: 8002, Zurich",,,,
Buro Dres Niederer Kraft & Frey,"Bahnhofstr. 13 8001 Zurich, Zurich",,,,"47 22m 7.77828s N, 8 32m 21.6643s E"
Burkhalter Management Ag,"Hohlstr. 475 8048 Zurich, Zurich",,,,"47 23m 18.2159s N, 8 29m 45.6083s E"
Burer Hoch- Und Tiefbau Ag,"Bahnhofstr. 42 8880 Walenstadt, Zurich",,,,
Burgi Spezialitaten Ag,"Chruchenbergstr. 2 8505 Pfyn, Zurich",,,,
Burkhalter Holding Ag,"Hohlstr. 475 8048 Zurich, Zurich",,,,"47 23m 18.2159s N, 8 29m 45.6083s E"
Burri Ag Zãœrich,"Sägereistr. 28 8152 Glattbrugg, Zurich",,,,"47 25m 57.6026s N, 8 33m 31.8001s E"
Burag Ag,"Hilagstr. 18 8360 Eschlikon, Zurich",,,,
Burke Ag,"Badenerstr. 329 8003 Zurich, Zurich",,,,"47 22m 38.5522s N, 8 30m 42.9188s E"
Burkard Instrumente Ag,"Grindlenstrasse 5 8954geroldswil Zh, Zurich",,,,
Burri Ag Zuerich,"Saegereistrasse 28 8152glattbrugg, Zurich",,,,
Burgstaller Transporte Ag,"Schutzenmattstrasse 1921 8180 Bulach, Zurich",,,,"47 31m 38.4924s N, 8 32m 6.2052s E"
Buro Sona Ag,"Talwiesenstr. 1 8404 Winterthur, Zurich",,,,"47 30m 16.4966s N, 8 45m 18.6275s E"
Business Apartments,"Pfalzgasse 6, P.O. Box: 8001, Zurich",,,,
Business Installationen AG,"Luegislandstrasse 137, P.O. Box: 8051, Zurich",,,,
Buser Daniel,"Helenastrasse 3, P.O. Box: 8008, Zurich",,,,
Busslinger Michael,"Nordstrasse 89, P.O. Box: 8037, Zurich",,,,
Buser Management AG,"Gutenbergstrasse 10, P.O. Box: 8002, Zurich",,,,
Buser Timo,"Binzstrasse 9, P.O. Box: 8045, Zurich",,,,
Business Objects Schweiz Ag,"Pfingstweidstrasse 60 8005 Zurich, Zurich",,,,"47 23m 24.6934s N, 8 30m 52.8412s E"
Business Solution Group As,"Buckhauserstrasse 24 8048 Zurich, Zurich",,,,"47 23m 4.38972s N, 8 29m 31.7166s E"
Business Solution Group,"Buckhauserstr. 24 8048 Zurich, Zurich",,,,"47 23m 4.38972s N, 8 29m 31.7166s E"
Business Solution Group Cb,"Buckhauserstr. 24 8048 Zurich, Zurich",,,,"47 23m 4.38972s N, 8 29m 31.7166s E"
Butz Konrad,"Sternenstrasse 11, P.O. Box: 8002, Zurich",,,,
Butti Unternehmung Zürich,"P.O. Box: 8050, Zurich",,,,
Buttner Bau Ag,"Oberfeldstr. 104 8408 Winterthur, Zurich",,,,"47 30m 31.6291s N, 8 41m 50.8712s E"
"Butti, Heinz","Diessenhoferstrasse 17 8254basadingen Tg, Zurich",,,,
