company_name,company_address,company_ltd,company_lng,company_verified,company_coordinates
"gpp gutbrod, partin & partner ag","Rüdigerstrasse 15, P.O. Box: 8045, Zurich",,,,
Graf Moll & Partner Corporate Publishing GmbH,"Nussgasse 4, P.O. Box: 8008, Zurich",,,,
Gräff Capital Management AG,"Bahnhofstrasse 48, P.O. Box: 8001, Zurich",,,,
Graf Urs,"Seefeldstrasse 128, P.O. Box: 8008, Zurich",,,,
Grauer Engineering Ingenieurpsychologie,"Dohlenweg 4, P.O. Box: 8050, Zurich",,,,
Graf Grünart Blumen Pflanzen Geschenkideen,"Riedhofstrasse 351, P.O. Box: 8049, Zurich",,,,
Graphologische Gesellschaft SGG-SSG,"Weinbergstrasse 102, P.O. Box: 8006, Zurich",,,,
Graf Jürg,"Forchstrasse 106, P.O. Box: 8032, Zurich",,,,
Graber Christoph K.,"Mühlebachstrasse 6, P.O. Box: 8008, Zurich",,,,
Grant Thornton AG,"Im Tiergarten 7, P.O. Box: 8055, Zurich",,,,
Grant Thornton Consulting AG,"Im Tiergarten 7, P.O. Box: 8055, Zurich",,,,
Graziella shoes & bags,"Löwenstrasse 30, P.O. Box: 8001, Zurich",,,,
Graf Andreas,"Falkenstrasse 23, P.O. Box: 8008, Zurich",,,,
Greenwich,"Rämistrasse 2, P.O. Box: 8001, Zurich",,,,
GRENKELEASING AG,"Schaffhauserstrasse 611, P.O. Box: 8052, Zurich",,,,
Gretener Bauplanung GmbH,"Zweierstrasse 129, P.O. Box: 8003, Zurich",,,,
Gretener,"Fronwaldstrasse 118, P.O. Box: 8046, Zurich",,,,
Grisebach Villa Auktionen AG,"Bahnhofstrasse 14, P.O. Box: 8001, Zurich",,,,
Grisoni Klima Lüftung GmbH,"Riedhofstrasse 354, P.O. Box: 8049, Zurich",,,,
Grob Aerospace AG,"P.O. Box: 8058, Zurich",,,,
Grob Daniel,"Tièchestrasse 99, P.O. Box: 8037, Zurich",,,,
Group NBT GmbH,"Staffelstrasse 10, P.O. Box: 8045, Zurich",,,,
Grossenbacher Thomas,"Kantstrasse 21, P.O. Box: 8044, Zurich",,,,
Gross Gabriel,"Wehntalerstrasse 540, P.O. Box: 8046, Zurich",,,,
Grob & Co Elektro AG,"Liebensteinstrasse 6, P.O. Box: 8047, Zurich",,,,
Grüninger Patrick,"Tièchestrasse 99, P.O. Box: 8037, Zurich",,,,
Gruenberg Emil S.,"Tödistrasse 20, P.O. Box: 8002, Zurich",,,,
Grunder Barbara,"Rebbergstrasse 53, P.O. Box: 8049, Zurich",,,,
Grünbaum Koblasa Livingmedia AG,"Hardturmstrasse 66, P.O. Box: 8005, Zurich",,,,
Grüninger-Stauffer Thomas,"Goethestrasse 20, P.O. Box: 8001, Zurich",,,,
Grujoski Anneliese,"Pfarrhausstrasse 10, P.O. Box: 8048, Zurich",,,,
Gruhn GmbH,"Im Maas 7, P.O. Box: 8049, Zurich",,,,
Grüne Kanton Zürich,"Ackerstrasse 44, P.O. Box: 8005, Zurich",,,,
Grüne Stadt Zürich,"Ackerstrasse 44, P.O. Box: 8005, Zurich",,,,
Gschwend Josef (-Sager),"Kappelistrasse 6, P.O. Box: 8002, Zurich",,,,
Gschwind Matthys,"Tuggenerstrasse 8, P.O. Box: 8008, Zurich",,,,
GS Möbel K. Gnehm,"Zähringerstrasse 32, P.O. Box: 8001, Zurich",,,,
GSTF Gesellschaft Schweiz. - Tibetische Freundschaft,"Binzstrasse 15, P.O. Box: 8045, Zurich",,,,
GT Asset Management AG,"Kuttelgasse 7, P.O. Box: 8001, Zurich",,,,
GTA Verlag,"Einsteinstrasse 1-5, P.O. Box: 8049, Zurich",,,,
GTA Verlag ETH Hönggerberg,"Einsteinstrasse 1-5, P.O. Box: 8049, Zurich",,,,
GT Financial Services AG,"Kuttelgasse 7, P.O. Box: 8001, Zurich",,,,
GTSM Magglingen AG,"Aegertenstrasse 56, P.O. Box: 8003, Zurich",,,,
GT Tax AG,"Kuttelgasse 7, P.O. Box: 8001, Zurich",,,,
Gubler Gabban Christa,"Kruggasse 1, P.O. Box: 8001, Zurich",,,,
Gübelin,"Bahnhofstrasse 36, P.O. Box: 8001, Zurich",,,,
Gübeli Steuer- und Finanzberatung,"Wildbachstrasse 46, P.O. Box: 8008, Zurich",,,,
Güntensperger A. AG,"Schaffhauserstrasse 88, P.O. Box: 8057, Zurich",,,,
Guggach AG,"Rötelstrasse 150 /am Bucheggpl, P.O. Box: 8057, Zurich",,,,
Guggenbach Jucker Monica,"Schaffhauserstrasse 347, P.O. Box: 8050, Zurich",,,,
Gurit Services AG,"Schaffhauserstrasse 339, P.O. Box: 8050, Zurich",,,,
GustoMondial GmbH,"Dienerstrasse 29, P.O. Box: 8004, Zurich",,,,
Gutenberg Management AG,"Gutenbergstrasse 10, P.O. Box: 8002, Zurich",,,,
Gutzwiller Peter Christoph,"Englischviertelstrasse 57, P.O. Box: 8032, Zurich",,,,
Gutenberg Group AG,"Gutenbergstrasse 10, P.O. Box: 8002, Zurich",,,,
Gut Daniela,"Zürichbergstrasse 70, P.O. Box: 8044, Zurich",,,,
Gut Mario,"Steinwiesstrasse 37, P.O. Box: 8032, Zurich",,,,
Guthirt,"Nordstrasse 246, P.O. Box: 8037, Zurich",,,,
Gutweniger AG,"Rümlangstrasse 91a, P.O. Box: 8052, Zurich",,,,
Gysi Leoni Mader AG,"Konradstrasse 54, P.O. Box: 8005, Zurich",,,,
GZ Affoltern,"Bodenacker 25, P.O. Box: 8046, Zurich",,,,
GZ Altstadt,"Obmannamtsgasse 15, P.O. Box: 8001, Zurich",,,,
GZ Bachwiesen,"Bachwiesenstrasse 40, P.O. Box: 8047, Zurich",,,,
GZ Buchegg,"Bucheggstrasse 93, P.O. Box: 8057, Zurich",,,,
GZ Hirzenbach,"Helen-Keller-Strasse 55, P.O. Box: 8051, Zurich",,,,
GZ Heuried,"Döltschiweg 130, P.O. Box: 8055, Zurich",,,,
GZ Leimbach,"Rebenweg 6, P.O. Box: 8041, Zurich",,,,
GZ Loogarten,"Salzweg 1, P.O. Box: 8048, Zurich",,,,
GZ Neubühl,"Erligatterweg 53, P.O. Box: 8038, Zurich",,,,
GZ Riesbach,"Seefeldstrasse 93, P.O. Box: 8008, Zurich",,,,
GZ Schindlergut,"Kronenstrasse 12, P.O. Box: 8006, Zurich",,,,
GZ Seebach,"Hertensteinstrasse 20, P.O. Box: 8052, Zurich",,,,
GZ Wipkingen,"Breitensteinstrasse 19A, P.O. Box: 8037, Zurich",,,,
GZ Wollishofen,"Bachstrasse 7, P.O. Box: 8038, Zurich",,,,
Haas W. AG,"Heidwiesen 30, P.O. Box: 8051, Zurich",,,,
Habitat 8000 AG,"Vogelsangstrasse 7, P.O. Box: 8006, Zurich",,,,
Häberli Robert,"Steinstrasse 75, P.O. Box: 8003, Zurich",,,,
Haerter & Partner AG,"Stockerstrasse 12, P.O. Box: 8002, Zurich",,,,
Hängegleiter-Verband,"Seefeldstrasse 224, P.O. Box: 8008, Zurich",,,,
Hänggi Flückiger AG,"Bühlwiesenstrasse 1, P.O. Box: 8052, Zurich",,,,
Hänni Marc,"Klausstrasse 9, P.O. Box: 8008, Zurich",,,,
Hagenbrünneli,"Lerchenberg 21, P.O. Box: 8046, Zurich",,,,
Hager Partner AG,"Bergstrasse 50, P.O. Box: 8032, Zurich",,,,
Haifisch-Bar,"Mühlegasse 3, P.O. Box: 8001, Zurich",,,,
HAISCH HUNTER GMBH,"Kruggasse 6, P.O. Box: 8001, Zurich",,,,
Hairstylist Pierre,"Bahnhofplatz 7, P.O. Box: 8001, Zurich",,,,
Hair and Make-up Rico Koller,"Werdstrasse 56, P.O. Box: 8004, Zurich",,,,
Hallwyl Bettwaren,"Hallwylstrasse 61, P.O. Box: 8004, Zurich",,,,
Haltinner Béatrice,"Klosbachstrasse 116, P.O. Box: 8032, Zurich",,,,
Hallenstadion AG,"Wallisellenstrasse 45, P.O. Box: 8050, Zurich",,,,
Hammer Hosig Herzog & Associates AG,"Seestrasse 520, P.O. Box: 8038, Zurich",,,,
Hanhart Andrea,"Holbeinstrasse 31, P.O. Box: 8008, Zurich",,,,
HANDREHAZürich,"Schoffelgasse 7, P.O. Box: 8001, Zurich",,,,
HandinHand,"Badenerstrasse 333, P.O. Box: 8003, Zurich",,,,
Handtherapy Zürich,"Seefeldstrasse 27, P.O. Box: 8008, Zurich",,,,
Handtherapy Zürich,"Seestrasse 247, P.O. Box: 8038, Zurich",,,,
HandinHand,"Badenerstrasse 333 /beim Albisriederplatz, P.O. Box: 8003, Zurich",,,,
Hangartner Productions GmbH,"Hardturmstrasse 120, P.O. Box: 8005, Zurich",,,,
Handwerkerteam Züri-Leu Gebr.Weilenmann AG,"Silvrettaweg 19, P.O. Box: 8048, Zurich",,,,
Hangartner Herrenmode AG,"In Gassen 11, P.O. Box: 8001, Zurich",,,,
Hannes B. AG,"Wühre 1, P.O. Box: 8001, Zurich",,,,
Handelszeitung,"Förrlibuckstrasse 70, P.O. Box: 8005, Zurich",,,,
Hartmann Michael,"Wallisellenstrasse 301A Schmerzklinik Zürich, P.O. Box: 8050, Zurich",,,,
Hard One,"Hardstrasse 260, P.O. Box: 8005, Zurich",,,,
Hassler Hans AG,"Hardturmstrasse 181, P.O. Box: 8005, Zurich",,,,
Hauck & Aufhäuser (Schweiz) AG,"Talstrasse 58, P.O. Box: 8001, Zurich",,,,
Hauri Druck AG,"Hofackerstrasse 13, P.O. Box: 8032, Zurich",,,,
Hauser Barbara,"Seefeldstrasse 40, P.O. Box: 8008, Zurich",,,,
Haus Appenzell,"Bahnhofstrasse 43, P.O. Box: 8001, Zurich",,,,
Haus Sonnenberg,"Oberer Heuelsteig 15, P.O. Box: 8032, Zurich",,,,
Hauswart,"Augustinerhof 8, P.O. Box: 8001, Zurich",,,,
Hauswart,"Asylstrasse 32/36, P.O. Box: 8032, Zurich",,,,
Hauri René Consulting,"Nidelbadstrasse 5, P.O. Box: 8038, Zurich",,,,
Hauser Matthias,"Obstgartenstrasse 7, P.O. Box: 8006, Zurich",,,,
Hauseigentümerverband Kanton Zürich,"Albisstrasse 28, P.O. Box: 8038, Zurich",,,,
HAUS CLUB SCHWEIZ,"Rötelstrasse 84, P.O. Box: 8057, Zurich",,,,
Hayek Daniel S.,"Mühlebachstrasse 6, P.O. Box: 8008, Zurich",,,,
HBH Communications & Events GmbH,"Breitensteinstrasse 96, P.O. Box: 8037, Zurich",,,,
Hebeisen Peter Christian,"Ackersteinstrasse 119, P.O. Box: 8049, Zurich",,,,
Hebtings Labor,"Drehergasse 1, P.O. Box: 8008, Zurich",,,,
Hebeisen Christoph,"Schifflände 5, P.O. Box: 8001, Zurich",,,,
Hechler Eugen AG,"Signaustrasse 14, P.O. Box: 8008, Zurich",,,,
Hediger + Partner Haustechnik AG,"Binzstrasse 15, P.O. Box: 8045, Zurich",,,,
HEFTI. HESS. MARTIGNONI. Zürich AG usic,"Eggbühlstrasse 36, P.O. Box: 8050, Zurich",,,,
"Heinemann, Di Secli & Partner AG","Dufourstrasse 107, P.O. Box: 8008, Zurich",,,,
Heidi's Bettwäsche,"Rindermarkt 13, P.O. Box: 8001, Zurich",,,,
Heineken-Getränkemarkt,"Leutschenbachstrasse 74, P.O. Box: 8050, Zurich",,,,
Heilig-Kreuz,"Saumackerstrasse 83, P.O. Box: 8048, Zurich",,,,
Heinzmann + Partner AG,"Seestrasse 6, P.O. Box: 8002, Zurich",,,,
Heitz Hans-Jacob,"Bergstrasse 114, P.O. Box: 8032, Zurich",,,,
Heimatschutz ZVH,"Eichstrasse 29, P.O. Box: 8045, Zurich",,,,
Helbling lerimonti Architekten GmbH,"Schaffhauserstrasse 315, P.O. Box: 8050, Zurich",,,,
Helvetia Wealth AG,"Rämistrasse 6, P.O. Box: 8001, Zurich",,,,
Heller Enterprises GmbH,"Giessereistrasse 5, P.O. Box: 8005, Zurich",,,,
Hello GmbH,"Feldstrasse 133, P.O. Box: 8004, Zurich",,,,
Held & Partner GmbH,"Ueberlandstrasse 5, P.O. Box: 8050, Zurich",,,,
HELVEA AG,"Talstrasse 9, P.O. Box: 8001, Zurich",,,,
Hello Personal AG,"Wehntalerstrasse 560, P.O. Box: 8046, Zurich",,,,
HELP Searchengines AG,"Badenerstrasse 134, P.O. Box: 8004, Zurich",,,,
Hensel AG,"Berninastrasse 46, P.O. Box: 8057, Zurich",,,,
He-Optik GmbH,"Limmattalstrasse 168 Am Meierhofplatz, P.O. Box: 8049, Zurich",,,,
Herrmann AG,"Heerenwiesenstrasse 18, P.O. Box: 8051, Zurich",,,,
Herexx,"Limmattalstrasse 105, P.O. Box: 8049, Zurich",,,,
Herrmann Peter,"Witellikerstrasse 40, P.O. Box: 8008, Zurich",,,,
Hess Catherine,"Tièchestrasse 99, P.O. Box: 8037, Zurich",,,,
HESSKISSSULZERSUTTER AG,"Staffelstrasse 12, P.O. Box: 8045, Zurich",,,,
Hess Markus,"Rämistrasse 5, P.O. Box: 8001, Zurich",,,,
Heuking Kühn Lüer Wojtek,"Bahnhofstrasse 3, P.O. Box: 8001, Zurich",,,,
Heussi Martin,"Rickenstrasse 8, P.O. Box: 8050, Zurich",,,,
HEUBERGER Wein & Gewürze,"Morgartenstrasse 12, P.O. Box: 8004, Zurich",,,,
Heuberger AG,"Rindermarkt 17, P.O. Box: 8001, Zurich",,,,
Heussi,"Rickenstrasse 6, P.O. Box: 8050, Zurich",,,,
Hew Annemarie,"Löwenstrasse 2, P.O. Box: 8001, Zurich",,,,
Hexenladen - Des Balances,"Kruggasse 12, P.O. Box: 8001, Zurich",,,,
Heyde (Schweiz) AG,"Fuchsiastrasse 10, P.O. Box: 8048, Zurich",,,,
HFI GmbH,"Baumackerstrasse 42/2, P.O. Box: 8050, Zurich",,,,
HG COMMERCIALE,"Uetlibergstrasse 93, P.O. Box: 8045, Zurich",,,,
Hibiscus Press,"Forchstrasse 38, P.O. Box: 8008, Zurich",,,,
HighStep Systems AG,"Blumenfeldstrasse 51, P.O. Box: 8046, Zurich",,,,
Hiltl,"Sihlstrasse 28, P.O. Box: 8001, Zurich",,,,
Hilfe für hirnverletzte Kinder,"Mühlebachstrasse 43, P.O. Box: 8008, Zurich",,,,
Hiltl,"Sihlstrasse 30, P.O. Box: 8001, Zurich",,,,
Hippokratische Gesellschaft Schweiz,"P.O. Box: 8001, Zurich",,,,
Hirzel Haustechnik AG,"P.O. Box: 8004, Zurich",,,,
Hirt Alex,"Schaffhauserstrasse 354, P.O. Box: 8050, Zurich",,,,
Hirzel.Neef.Schmid. Konsulenten AG,"Gottfried-Keller-Strasse 7, P.O. Box: 8001, Zurich",,,,
HITZBERGER Zürich Puls5,"Giessereistrasse 18, P.O. Box: 8005, Zurich",,,,
HKN Besser kommunizieren,"Hornbachstrasse 50, P.O. Box: 8008, Zurich",,,,
H+M MEDIA,"Hardturmstrasse 126, P.O. Box: 8005, Zurich",,,,
HNO medic,"Splügenstrasse 6, P.O. Box: 8002, Zurich",,,,
Hobi Martin W.,"Löwenstrasse 17, P.O. Box: 8001, Zurich",,,,
Hochstrasser Glaus und Partner Consulting AG,"Max-Högger-Strasse 6, P.O. Box: 8048, Zurich",,,,
Hochspannung Werbeagentur GmbH,"Splügenstrasse 9, P.O. Box: 8002, Zurich",,,,
Hochschuladministration,"Ausstellungsstrasse 60, P.O. Box: 8005, Zurich",,,,
Hodel + Partner Management Consulting,"Nürenbergstrasse 5, P.O. Box: 8037, Zurich",,,,
Hör Oase GmbH,"Wehntalerstrasse 310 ebenerdiger Zugang, P.O. Box: 8046, Zurich",,,,
Höngg GmbH,"Limmattalstrasse 168, P.O. Box: 8049, Zurich",,,,
Höschgasse - Consultants,"Höschgasse 68, P.O. Box: 8008, Zurich",,,,
Hörburger & Partner AG,"Begonienstrasse 10, P.O. Box: 8057, Zurich",,,,
Hofer Peter,"Schifflände 5, P.O. Box: 8001, Zurich",,,,
Hohl Ernst,"St. Peterstrasse 16 /Bahnhofstr. 43, P.O. Box: 8001, Zurich",,,,
Holmes Place Sports & Health Club,"Steinmühleplatz 1, P.O. Box: 8001, Zurich",,,,
Holzpunkt AG,"Hardturmstrasse 253, P.O. Box: 8005, Zurich",,,,
Holzenergie Schweiz,"Neugasse 6, P.O. Box: 8005, Zurich",,,,
Holtz Noëmi,"Sonneggsteig 7, P.O. Box: 8006, Zurich",,,,
Holzbau,"Weinbergstrasse 49, P.O. Box: 8006, Zurich",,,,
Holcim Group Support Ltd,"Hagenholzstrasse 85, P.O. Box: 8050, Zurich",,,,
Holm AG,"Brandschenkestrasse 130, P.O. Box: 8002, Zurich",,,,
Holder Huber AG,"Gubelhangstrasse 24, P.O. Box: 8050, Zurich",,,,
Holzbau Schweiz,"Schaffhauserstrasse 315, P.O. Box: 8050, Zurich",,,,
Homosexuelle Arbeitsgruppen Zürich,"Sihlquai 67, P.O. Box: 8005, Zurich",,,,
Homberger Personalberatung AG,"Rennweg 50, P.O. Box: 8001, Zurich",,,,
Honold Confiserie AG,"Gladbachstrasse 108, P.O. Box: 8044, Zurich",,,,
Honold Confiserie AG,"Rennweg 53, P.O. Box: 8001, Zurich",,,,
Horizonte Schweiz,"Schaffhauserstrasse 43, P.O. Box: 8006, Zurich",,,,
horisberger wagen architekten gmbh,"Binzstrasse 39, P.O. Box: 8045, Zurich",,,,
Horvath Andreas,"Rothstrasse 54, P.O. Box: 8057, Zurich",,,,
horka partner für immobilienprojekte,"Turnerstrasse 6, P.O. Box: 8006, Zurich",,,,
Horwath Revision AG,"Badenerstrasse 141, P.O. Box: 8004, Zurich",,,,
Hospitalis Buchverlag,"Poststrasse 5, P.O. Box: 8001, Zurich",,,,
Hospitalis-Verlag AG,"Poststrasse 5, P.O. Box: 8001, Zurich",,,,
Hostessen Action Agency,"Anemonenstrasse 40D, P.O. Box: 8047, Zurich",,,,
Hottingen,"Hottingerstrasse 52, P.O. Box: 8032, Zurich",,,,
Hotel Rothaus,"Sihlhallenstrasse 1, P.O. Box: 8004, Zurich",,,,
Hotz + Koch Informatik,"Rötelstrasse 29, P.O. Box: 8006, Zurich",,,,
Hotelkredit Schweiz. Gesellschaft für (SGH),"Gartenstrasse 25, P.O. Box: 8002, Zurich",,,,
Hotel & Catering,"Gessnerallee 46, P.O. Box: 8001, Zurich",,,,
Hotline Swissolar Schweizerischer Fachverband für Sonnenenergie,"Neugasse 6, P.O. Box: 8005, Zurich",,,,
Hotel Townhouse,"Schützengasse 7, P.O. Box: 8001, Zurich",,,,
Hotelis SA,"Zähringerstrasse 51, P.O. Box: 8001, Zurich",,,,
Hotelier-Verein,"Stampfenbachstrasse 142, P.O. Box: 8006, Zurich",,,,
25hours Hotel Company AG,"Zähringerstrasse 12, P.O. Box: 8001, Zurich",,,,
H & P Beratungen AG,"Reitergasse 1, P.O. Box: 8004, Zurich",,,,
H.P. GAECHTER + CO. ZUERICH BOUTIQUE JUTTA AG BERN und BOUTIQUE NAOMI ZUERICH,"Strehlgasse 14, P.O. Box: 8001, Zurich",,,,
hpm human power management ag,"Tuggenerstrasse 8, P.O. Box: 8008, Zurich",,,,
H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte,"Brandschenkestrasse 178, P.O. Box: 8002, Zurich",,,,
HRS Real Estate AG,"Siewerdtstrasse 8, P.O. Box: 8050, Zurich",,,,
HRS Renovation AG,"Siewerdtstrasse 8, P.O. Box: 8050, Zurich",,,,
Hubbard College of Administration,"Herostrasse 9, P.O. Box: 8048, Zurich",,,,
Huber & Ploerer Immobilien AG,"Bellariastrasse 7, P.O. Box: 8002, Zurich",,,,
Huber Fenster AG,"Hohlstrasse 489, P.O. Box: 8048, Zurich",,,,
Hubacher Kaffemaschinen AG,"Murwiesenstrasse 43, P.O. Box: 8057, Zurich",,,,
Huber + Steiger GmbH,"Haldenbachstrasse 10, P.O. Box: 8006, Zurich",,,,
Huber Dominik,"Lengghalde 2, P.O. Box: 8008, Zurich",,,,
Huber Partners AG,"Rämistrasse 7, P.O. Box: 8001, Zurich",,,,
Huber & Partner Public Relations AG,"Probsteistrasse 95, P.O. Box: 8051, Zurich",,,,
HUBA,"Regensbergstrasse 38, P.O. Box: 8050, Zurich",,,,
Hürlimann Chemie AG,"P.O. Box: 8000, Zurich",,,,
Hürlimann Medien AG,"Erikastrasse 16, P.O. Box: 8003, Zurich",,,,
Hüppin Metzgerei,"Friesstrasse 44, P.O. Box: 8050, Zurich",,,,
Human Personal AG,"Franklinstrasse 27, P.O. Box: 8050, Zurich",,,,
Human Professional Personalberatung AG,"Schweizergasse 6, P.O. Box: 8001, Zurich",,,,
Human Capital AG,"Bellariastrasse 7, P.O. Box: 8002, Zurich",,,,
Hunziker George,"Schifflände 5, P.O. Box: 8001, Zurich",,,,
Hunziker Betatech AG,"Bellariastrasse 7, P.O. Box: 8002, Zurich",,,,
Huser & Partner,"Glatttalstrasse 18, P.O. Box: 8052, Zurich",,,,
Huustechnik Rechberger AG,"Leutschenbachstrasse 45, P.O. Box: 8050, Zurich",,,,
Hypotheken Servicing Schweiz AG (HSSAG),"Tiefenhöfe 6, P.O. Box: 8001, Zurich",,,,
HZ Hörmittelzentralen AG,"Limmattalstrasse 200, P.O. Box: 8049, Zurich",,,,
HZ Hörmittelzentralen AG,"Seestrasse 45, P.O. Box: 8002, Zurich",,,,
IAP Investment & Trust Services AG,"Tödistrasse 51, P.O. Box: 8002, Zurich",,,,
IAZI AG,"Tramstrasse 10, P.O. Box: 8050, Zurich",,,,
ICEK GmbH,"Schoffelgasse 7, P.O. Box: 8001, Zurich",,,,
icomply ag,"Wiesenstrasse 7, P.O. Box: 8008, Zurich",,,,
icqm TvT compliance ag,"Talacker 50, P.O. Box: 8001, Zurich",,,,
IDB (Swiss) Bank Ltd,"Talacker 41, P.O. Box: 8001, Zurich",,,,
IDC Instatik Data-Center AG,"Hardturmstrasse 161, P.O. Box: 8005, Zurich",,,,
IDEAS,"General-Guisan-Quai 22, P.O. Box: 8002, Zurich",,,,
"IDEA Institut für Dach-, Energie- und Abdichtungstechnik GmbH","Predigergasse 1, P.O. Box: 8001, Zurich",,,,
Identico & Partner AG,"Eggbühlstrasse 20, P.O. Box: 8050, Zurich",,,,
IESF AG (International Executive Search Federation),"Bahnhofstrasse 52, P.O. Box: 8001, Zurich",,,,
IFBC Integrated Financial Business Consulting AG,"Riedtlistrasse 19, P.O. Box: 8006, Zurich",,,,
iF Design Lab GmbH,"Zollikerstrasse 15, P.O. Box: 8008, Zurich",,,,
IFPI Schweiz,"Berninastrasse 53, P.O. Box: 8057, Zurich",,,,
IGA Archäologie Konservierung,"Giesshübelstrasse 62i, P.O. Box: 8045, Zurich",,,,
IGH Interessengemeinschaft Datenverbund,"Auf der Mauer 11, P.O. Box: 8001, Zurich",,,,
IGORA-Genossenschaft für Aluminium-Recycling,"Bellerivestrasse 28, P.O. Box: 8008, Zurich",,,,
Igralub AG für Schmiertechnik,"Mainaustrasse 15, P.O. Box: 8008, Zurich",,,,
iGuzzini illuminazione Schweiz AG,"Uetlibergstrasse 194, P.O. Box: 8045, Zurich",,,,
IGW-International,"Josefstrasse 206, P.O. Box: 8005, Zurich",,,,
iii AG CheckCheck.ch,"Giessereistrasse 18, P.O. Box: 8005, Zurich",,,,
IIS Insurance Institute of Switzerland,"Tessinerplatz 12, P.O. Box: 8002, Zurich",,,,
IKAMED Institut für Kinesiologie Zürich,"Konradstrasse 32, P.O. Box: 8005, Zurich",,,,
Ikonen Galerie Sophia,"Widdergasse 10, P.O. Box: 8001, Zurich",,,,
Ilardo & Partner Asset Management AG,"Schipfe 7, P.O. Box: 8001, Zurich",,,,
Illustratoren Agentur,"Stockerstrasse 44, P.O. Box: 8002, Zurich",,,,
Illusion Raum,"Elisabethenstrasse 22, P.O. Box: 8004, Zurich",,,,
IL NOBILE,"Mittelstrasse 18, P.O. Box: 8008, Zurich",,,,
Image Wear AG,"Binzstrasse 7, P.O. Box: 8045, Zurich",,,,
I.Messina (Suissse) SA,"Badenerstrasse 808, P.O. Box: 8048, Zurich",,,,
IMM Swiss AG,"Scheideggstrasse 73, P.O. Box: 8038, Zurich",,,,
IMMOPRO AG,"Alderstrasse 40, P.O. Box: 8008, Zurich",,,,
ImmoSkip GmbH,"Mainaustrasse 35, P.O. Box: 8008, Zurich",,,,
Immoveris Zürich,"Seefeldstrasse 60, P.O. Box: 8008, Zurich",,,,
Immobest Speishändler,"Brandschenkesteig 2, P.O. Box: 8002, Zurich",,,,
immoclass ag,"Oberdorfstrasse 2, P.O. Box: 8001, Zurich",,,,
IMMRA AG,"Auf der Mauer 7, P.O. Box: 8001, Zurich",,,,
ImmoRiesbach AG,"Sihlfeldstrasse 58, P.O. Box: 8003, Zurich",,,,
4immo GmbH,"Mainaustrasse 15, P.O. Box: 8008, Zurich",,,,
Implevit AG,"Schaffhauserstrasse 560, P.O. Box: 8052, Zurich",,,,
Implenia Bau AG,"Binzmühlestrasse 11, P.O. Box: 8050, Zurich",,,,
IMPAG AG,"Feldeggstrasse 26, P.O. Box: 8008, Zurich",,,,
Impirio AG Erfolg durch Personal,"Binzmühlestrasse 15, P.O. Box: 8050, Zurich",,,,
Impuls Astrologische Beratung Kissling Monica,"Seestrasse 330, P.O. Box: 8038, Zurich",,,,
Inaffect AG,"Beckenhofstrasse 26, P.O. Box: 8006, Zurich",,,,
InCentive Asset Management AG,"Tödistrasse 36, P.O. Box: 8002, Zurich",,,,
Incontro AG,"Holbeinstrasse 20, P.O. Box: 8008, Zurich",,,,
Industrial,"Schulstrasse 28, P.O. Box: 8050, Zurich",,,,
Independent Capital Management AG,"Gottfried-Keller-Strasse 5, P.O. Box: 8001, Zurich",,,,
Indermaur Robin,"Mühlebachstrasse 6, P.O. Box: 8008, Zurich",,,,
Indigo Property SA,"Brandschenkestrasse 161, P.O. Box: 8002, Zurich",,,,
Ines Boesch & Co. AG,"Weggengasse 6, P.O. Box: 8001, Zurich",,,,
Informas GmbH,"Appenzellerstrasse 53, P.O. Box: 8049, Zurich",,,,
Infidar Vermögensberatung AG,"Nüschelerstrasse 30, P.O. Box: 8001, Zurich",,,,
Infiniti Centre Zürich,"Schaffhauserstrasse 611, P.O. Box: 8052, Zurich",,,,
Information und Beratung,"Dörflistrasse 120, P.O. Box: 8090, Zurich",,,,
Information Architects,"Staffelstrasse 12, P.O. Box: 8045, Zurich",,,,
Infras AG,"Binzstrasse 23, P.O. Box: 8045, Zurich",,,,
Information Technology,"Stampfenbachstrasse 138, P.O. Box: 8006, Zurich",,,,
Informaticon AG,"Letzigraben 119, P.O. Box: 8047, Zurich",,,,
Infoline Sozialdepartement/Informationszentrum,"Ausstellungsstrasse 88, P.O. Box: 8005, Zurich",,,,
Infodona,"Langstrasse 21, P.O. Box: 8004, Zurich",,,,
Ingenieurbüro Götsch AG,"Sonneggstrasse 25, P.O. Box: 8006, Zurich",,,,
Ingenieurbüro Wiesner GmbH,"In der Looren 53, P.O. Box: 8053, Zurich",,,,
Ingeus AG,"Thurgauerstrasse 39, P.O. Box: 8050, Zurich",,,,
INHAUS Bäderpark,"Hardturmstrasse 122, P.O. Box: 8005, Zurich",,,,
Init7 (Switzerland) AG,"Elias-Canetti-Strasse 7, P.O. Box: 8050, Zurich",,,,
InkassoPool,"Strassburgstrasse 11, P.O. Box: 8004, Zurich",,,,
Inlingua Zürich AG,"Badenerstrasse 15, P.O. Box: 8004, Zurich",,,,
innoveo solutions ag,"Hohlstrasse 560, P.O. Box: 8048, Zurich",,,,
InnoTix AG,"Eibenstrasse 11, P.O. Box: 8045, Zurich",,,,
Innotec Engineering Neijzen,"Stäblistrasse 2, P.O. Box: 8006, Zurich",,,,
In & Out AG,"Kilchbergsteig 13, P.O. Box: 8038, Zurich",,,,
