hh_ha,pers_ha,pt_dis,station_dis,lat,lng
25,58,155,1185,47.3852,8.55192
25,58,130,1200,47.3855,8.55192
21,28,125,2820,47.4032,8.53375
21,28,100,2845,47.4034,8.53375
21,28,130,2815,47.4032,8.53408
53,176,180,3250,47.4233,8.54576
8,16,55,3930,47.4131,8.53196
8,16,75,3925,47.4131,8.53229
41,61,210,4135,47.3676,8.48767
0,0,345,3690,47.4179,8.57248
0,0,355,3665,47.4181,8.57249
28,66,125,2265,47.3647,8.56274
53,138,125,4185,47.4159,8.53964
53,138,110,4165,47.4162,8.53965
38,91,100,4140,47.4164,8.53965
0,0,145,4175,47.4159,8.53997
0,0,130,4155,47.4162,8.53998
64,134,125,4130,47.4164,8.53998
64,134,125,4105,47.4166,8.53999
0,0,165,4165,47.4159,8.5403
0,0,155,4145,47.4161,8.54031
64,134,150,4120,47.4164,8.54031
64,134,150,4100,47.4166,8.54032
64,134,150,4075,47.4168,8.54032
0,0,190,4155,47.4159,8.54063
0,0,180,4135,47.4161,8.54064
64,134,175,4110,47.4164,8.54064
64,134,175,4090,47.4166,8.54065
64,134,175,4065,47.4168,8.54065
0,0,200,4150,47.4159,8.54097
0,0,205,4125,47.4161,8.54097
64,134,200,4100,47.4164,8.54097
64,134,200,4080,47.4166,8.54098
64,134,200,4055,47.4168,8.54098
24,42,245,7430,47.3957,8.44517
24,42,230,7440,47.3959,8.44517
33,71,175,8500,47.3812,8.42768
48,95,160,8500,47.3814,8.42768
48,95,145,8500,47.3816,8.42769
48,95,130,8505,47.3819,8.42769
42,67,175,8475,47.3812,8.42801
46,95,180,8475,47.3814,8.42801
24,59,230,6965,47.4083,8.45932
24,59,235,6945,47.4083,8.45965
0,0,600,8505,47.4286,8.45408
0,0,590,8500,47.4289,8.45408
0,0,610,8495,47.4282,8.4544
0,0,595,8490,47.4284,8.4544
0,0,580,8480,47.4286,8.45441
0,0,570,8475,47.4289,8.45441
0,0,620,8485,47.4277,8.45472
0,0,605,8480,47.428,8.45473
0,0,590,8475,47.4282,8.45473
0,0,575,8465,47.4284,8.45473
0,0,560,8460,47.4286,8.45474
0,0,545,8450,47.4289,8.45474
0,0,535,8445,47.4291,8.45475
0,0,600,8465,47.4277,8.45505
0,0,585,8455,47.4279,8.45506
0,0,570,8450,47.4282,8.45506
0,0,555,8440,47.4284,8.45507
0,0,540,8435,47.4286,8.45507
0,0,525,8425,47.4288,8.45507
0,0,510,8420,47.4291,8.45508
0,0,580,8440,47.4277,8.45538
0,0,565,8435,47.4279,8.45539
0,0,550,8425,47.4282,8.45539
0,0,535,8420,47.4284,8.4554
0,0,520,8410,47.4286,8.4554
0,0,505,8405,47.4288,8.45541
0,0,490,8395,47.4291,8.45541
0,0,545,8410,47.4279,8.45572
0,0,530,8400,47.4282,8.45572
0,0,515,8395,47.4284,8.45573
0,0,500,8385,47.4286,8.45573
0,0,485,8380,47.4288,8.45574
0,0,470,8370,47.4291,8.45574
0,0,510,8380,47.4282,8.45605
0,0,495,8370,47.4284,8.45606
0,0,480,8365,47.4286,8.45606
0,0,465,8355,47.4288,8.45607
0,0,475,8345,47.4284,8.45639
21,45,550,4800,47.3789,8.60377
8,24,585,4825,47.3786,8.60409
0,0,570,4825,47.3789,8.6041
0,0,555,4825,47.3791,8.6041
29,64,55,5105,47.4126,8.60086
152,291,125,2035,47.3748,8.51363
18,183,55,3380,47.408,8.54908
50,90,75,3405,47.4082,8.54909
50,90,90,3410,47.4082,8.54942
40,70,25,3820,47.3692,8.49134
40,70,0,3795,47.3692,8.49167
34,61,145,5555,47.3896,8.46856
34,61,155,5560,47.3898,8.46857
41,77,70,3830,47.3584,8.58181
41,77,55,3820,47.3586,8.58181
41,77,55,3855,47.3584,8.58214
41,77,35,3840,47.3586,8.58214
75,159,180,3725,47.4183,8.54764
49,83,210,5130,47.4176,8.50489
49,83,195,5115,47.4176,8.50522
49,83,180,5140,47.4178,8.50522
30,71,175,2180,47.3962,8.52897
30,71,200,2150,47.396,8.52929
7,17,300,2300,47.3705,8.56849
7,17,325,2325,47.3704,8.56882
148,349,215,1185,47.3799,8.52466
73,111,75,1910,47.3667,8.55915
109,165,100,890,47.386,8.54266
109,165,125,915,47.3862,8.54267
55,96,250,1195,47.3728,8.55398
0,0,125,7440,47.3597,8.44548
16,40,375,6890,47.3945,8.4521
35,70,35,4295,47.4181,8.59369
35,70,55,4275,47.4183,8.5937
11,37,215,3770,47.4206,8.58646
11,37,230,3750,47.4209,8.58646
11,37,245,3730,47.4211,8.58647
5,17,175,4935,47.4158,8.60325
4,15,160,4950,47.4158,8.60358
4,15,180,4930,47.416,8.60358
4,15,200,4910,47.4162,8.60359
4,15,220,4890,47.4164,8.60359
0,0,245,4875,47.4167,8.6036
20,42,70,5645,47.3997,8.60787
20,42,105,5655,47.3995,8.60819
20,42,90,5665,47.3997,8.6082
24,59,110,5690,47.3997,8.60853
3,5,125,3605,47.3887,8.49504
3,5,160,3570,47.3885,8.49536
3,5,145,3580,47.3887,8.49537
74,170,200,1525,47.3918,8.54146
35,79,205,1550,47.3921,8.54147
74,170,225,1525,47.3918,8.54179
35,79,230,1550,47.3921,8.5418
3,16,25,1395,47.3875,8.55263
3,16,35,1415,47.3875,8.55296
3,16,55,1430,47.3877,8.55296
27,62,250,2730,47.3639,8.56968
27,51,160,1700,47.3777,8.56269
22,62,145,1725,47.3777,8.56302
50,82,230,4285,47.4066,8.57853
50,82,200,4280,47.4063,8.57886
10,20,300,5005,47.4187,8.5112
28,66,90,835,47.3724,8.53311
0,0,75,840,47.3721,8.53344
28,66,75,820,47.3724,8.53344
28,66,75,800,47.3726,8.53345
81,136,90,3990,47.3753,8.48749
20,27,75,3990,47.3755,8.48749
20,27,55,3965,47.3755,8.48782
20,27,35,3940,47.3755,8.48815
20,27,25,3935,47.3757,8.48816
47,125,165,4075,47.4132,8.52401
47,125,190,4100,47.4134,8.52402
0,0,335,5195,47.4117,8.49218
0,0,355,5210,47.4119,8.49218
0,0,395,5230,47.4123,8.49252
0,0,325,5175,47.4116,8.49251
0,0,345,5195,47.4119,8.49252
0,0,370,5215,47.4121,8.49252
0,0,360,5195,47.4121,8.49285
0,0,385,5215,47.4123,8.49286
60,102,175,2235,47.3958,8.52598
34,95,180,2225,47.3958,8.52631
46,91,110,2405,47.3674,8.51249
46,91,130,2385,47.3674,8.51282
46,91,125,2375,47.3676,8.51282
46,91,155,2365,47.3674,8.51315
25,38,100,2975,47.3688,8.50325
64,123,100,2965,47.369,8.50325
25,38,125,2950,47.3688,8.50358
64,123,125,2940,47.369,8.50358
58,160,55,1955,47.3955,8.53591
36,81,75,1980,47.3957,8.53591
14,37,145,5330,47.4101,8.48751
10,20,125,8595,47.3933,8.42857
10,20,140,8600,47.3935,8.42857
10,20,160,8600,47.3938,8.42857
10,20,90,8565,47.3931,8.42889
10,20,105,8570,47.3933,8.4289
10,20,125,8575,47.3935,8.4289
10,20,145,8580,47.3938,8.42891
0,0,220,8295,47.3989,8.43463
0,0,175,8250,47.3982,8.43495
0,0,195,8255,47.3984,8.43495
0,0,215,8265,47.3987,8.43496
0,0,235,8270,47.3989,8.43496
0,0,180,8220,47.398,8.43528
0,0,195,8225,47.3982,8.43528
0,0,210,8235,47.3984,8.43528
0,0,230,8240,47.3987,8.43529
8,19,375,6420,47.3742,8.45536
6,14,395,6395,47.3742,8.45569
6,14,410,6390,47.3744,8.45569
0,0,215,7140,47.3745,8.44576
0,0,195,7140,47.3747,8.44577
26,68,175,7135,47.375,8.44577
26,68,160,7135,47.3752,8.44578
26,68,145,7135,47.3754,8.44578
0,0,200,7115,47.3745,8.44609
0,0,180,7115,47.3747,8.4461
26,68,160,7110,47.375,8.4461
26,68,140,7110,47.3752,8.44611
26,68,125,7110,47.3754,8.44611
5,9,165,7090,47.3747,8.44643
28,56,145,7085,47.375,8.44643
28,56,125,7085,47.3752,8.44644
4,9,260,6775,47.4014,8.4572
4,9,265,6785,47.4016,8.4572
0,0,275,6795,47.4018,8.45721
0,0,290,6805,47.4021,8.45721
23,61,145,4630,47.4165,8.59796
35,66,165,4610,47.4167,8.59797
43,88,75,4090,47.4175,8.58672
43,88,55,4100,47.4175,8.58705
8,19,160,5780,47.4011,8.60889
51,142,140,5790,47.4013,8.60889
51,142,125,5800,47.4015,8.6089
8,19,165,5790,47.4009,8.60921
8,19,175,5800,47.4011,8.60922
51,142,160,5810,47.4013,8.60922
51,142,145,5825,47.4015,8.60923
51,142,130,5835,47.4018,8.60923
8,19,180,5800,47.4006,8.60954
8,19,190,5810,47.4009,8.60955
8,19,180,5825,47.4011,8.60955
51,142,165,5835,47.4013,8.60956
51,142,155,5845,47.4015,8.60956
51,142,150,5855,47.4017,8.60957
0,0,195,5825,47.4006,8.60987
0,0,175,5835,47.4008,8.60988
0,0,160,5845,47.4011,8.60988
6,17,145,5855,47.4013,8.60989
6,17,130,5865,47.4015,8.60989
6,17,125,5880,47.4017,8.6099
0,0,180,5845,47.4006,8.6102
0,0,190,5855,47.4004,8.61053
0,0,165,5865,47.4006,8.61053
35,82,90,2300,47.3972,8.52799
35,82,70,2325,47.3974,8.528
35,82,55,2315,47.3974,8.52833
63,105,190,3145,47.3962,8.5081
63,105,195,3110,47.396,8.50843
63,105,175,3125,47.3962,8.50843
20,51,75,5635,47.4117,8.48423
20,51,55,5650,47.4119,8.48423
20,51,110,5600,47.4115,8.48456
20,51,90,5615,47.4117,8.48456
72,117,255,1725,47.3911,8.52754
72,117,245,1710,47.3911,8.52787
8,80,100,2370,47.3976,8.52734
9,14,75,2360,47.3976,8.52767
48,102,145,3130,47.3587,8.57023
48,102,160,3110,47.359,8.57024
16,21,145,1155,47.3693,8.54828
16,21,130,1170,47.3693,8.54861
90,151,205,3405,47.3768,8.49513
90,151,180,3400,47.377,8.49514
12,38,335,4525,47.3776,8.48025
0,0,260,4545,47.4231,8.51726
0,0,250,4530,47.4233,8.51726
0,0,255,4560,47.4227,8.51758
0,0,245,4545,47.4229,8.51758
0,0,235,4525,47.4231,8.51759
44,103,100,1085,47.3818,8.5535
43,97,110,1100,47.3816,8.55383
43,97,125,1105,47.3818,8.55384
70,106,200,4480,47.3834,8.48136
131,206,200,4480,47.3836,8.48136
70,106,175,4450,47.3832,8.48168
70,106,175,4455,47.3834,8.48169
70,106,150,4425,47.3832,8.48202
0,0,225,3875,47.4105,8.52098
0,0,225,3900,47.4107,8.52098
5,12,200,3865,47.4105,8.52131
5,12,200,3890,47.4107,8.52131
0,0,175,4345,47.4106,8.50806
0,0,180,4310,47.4104,8.50839
0,0,160,4330,47.4106,8.50839
0,0,190,4275,47.4101,8.50871
0,0,165,4295,47.4104,8.50872
82,127,110,4660,47.4162,8.51414
82,127,130,4650,47.4162,8.51447
42,76,125,3100,47.3964,8.5091
42,76,105,3120,47.3967,8.5091
20,60,50,4250,47.3997,8.58667
53,99,195,1665,47.3917,8.53086
53,99,175,1685,47.392,8.53087
36,70,150,3920,47.4048,8.57419
36,70,125,3915,47.4046,8.57452
36,70,125,3935,47.4048,8.57452
36,70,100,3930,47.4046,8.57485
36,70,100,3950,47.4048,8.57485
0,0,140,3860,47.4115,8.55446
3,3,160,3885,47.4117,8.55446
3,3,180,3910,47.412,8.55447
3,3,200,3935,47.4122,8.55447
0,0,90,3820,47.4111,8.55478
0,0,105,3845,47.4113,8.55478
0,0,125,3870,47.4115,8.55479
3,3,145,3890,47.4117,8.55479
3,3,165,3915,47.412,8.5548
3,3,190,3940,47.4122,8.5548
0,0,70,3825,47.4111,8.55511
0,0,90,3850,47.4113,8.55511
0,0,110,3875,47.4115,8.55512
3,3,130,3900,47.4117,8.55512
3,3,155,3925,47.412,8.55513
3,3,180,3945,47.4122,8.55513
0,0,55,3835,47.4111,8.55544
0,0,75,3860,47.4113,8.55545
0,0,100,3880,47.4115,8.55545
3,3,125,3905,47.4117,8.55546
3,3,150,3930,47.412,8.55546
3,3,175,3955,47.4122,8.55546
160,235,255,2290,47.3719,8.51126
16,42,350,8290,47.3841,8.43071
17,34,225,8580,47.4177,8.4426
17,34,250,8555,47.4177,8.44293
28,58,90,7930,47.3953,8.43821
21,48,300,9180,47.4216,8.43671
16,52,320,9195,47.4218,8.43672
21,48,315,9160,47.4216,8.43704
16,52,335,9175,47.4218,8.43705
16,38,245,8135,47.4297,8.45874
13,29,125,4840,47.4158,8.60126
13,29,150,4855,47.4158,8.60159
12,38,355,4650,47.4191,8.60332
6,17,370,4670,47.4191,8.60365
39,78,200,3750,47.4014,8.50423
3,8,125,1495,47.3668,8.55087
3,8,110,1475,47.367,8.55088
3,8,105,1510,47.3668,8.5512
3,8,90,1490,47.367,8.55121
3,8,90,1525,47.3668,8.55153
3,8,70,1505,47.367,8.55154
36,52,305,1430,47.3717,8.5566
73,173,125,3725,47.3779,8.49085
73,173,110,3700,47.3779,8.49118
107,243,90,3700,47.3782,8.49119
27,60,220,4210,47.371,8.48542
102,190,125,1835,47.3924,8.5279
102,190,125,1805,47.3922,8.52822
102,190,105,1825,47.3924,8.52823
61,109,180,2920,47.4042,8.54569
49,95,150,850,47.3832,8.53168
22,69,125,4105,47.403,8.49996
22,69,145,4090,47.403,8.50029
24,49,150,4105,47.4033,8.50029
72,144,160,4365,47.4079,8.5779
71,174,160,4360,47.4077,8.57823
69,214,140,4380,47.4079,8.57823
25,61,200,3050,47.4056,8.54042
25,61,225,3050,47.4056,8.54075
36,72,175,2810,47.3982,8.51741
36,72,175,2795,47.3981,8.51775
8,16,215,4390,47.3733,8.48248
8,16,195,4365,47.3733,8.48281
8,16,180,4360,47.3735,8.48282
8,16,195,4345,47.3731,8.48314
8,16,175,4340,47.3733,8.48315
8,16,160,4335,47.3735,8.48315
26,72,160,4315,47.3733,8.48348
5,10,250,905,47.3792,8.55212
18,42,230,930,47.3792,8.55245
37,106,225,935,47.3794,8.55246
31,73,205,1125,47.3733,8.55333
33,66,75,9280,47.4203,8.43404
20,55,110,6965,47.3745,8.44808
8,21,380,8230,47.3879,8.43211
8,21,360,8235,47.3881,8.43211
35,78,165,6490,47.3969,8.45877
35,78,160,6455,47.3967,8.4591
35,78,145,6465,47.3969,8.4591
0,0,220,5140,47.4019,8.59864
0,0,205,5145,47.4016,8.59896
0,0,200,5160,47.4019,8.59897
0,0,190,5175,47.4021,8.59897
0,0,155,5205,47.4023,8.59931
0,0,175,5155,47.4014,8.59929
0,0,180,5170,47.4016,8.5993
0,0,180,5180,47.4019,8.5993
0,0,165,5195,47.4021,8.59931
0,0,150,5175,47.4014,8.59962
0,0,155,5190,47.4016,8.59963
0,0,160,5205,47.4019,8.59963
0,0,145,5215,47.4021,8.59964
0,0,130,5230,47.4023,8.59964
0,0,125,5240,47.4025,8.59965
3,9,125,5185,47.4012,8.59995
0,0,125,5200,47.4014,8.59995
0,0,130,5210,47.4016,8.59996
0,0,140,5225,47.4018,8.59996
0,0,125,5235,47.4021,8.59997
0,0,110,5250,47.4023,8.59997
0,0,100,5265,47.4025,8.59998
0,0,100,5220,47.4014,8.60028
0,0,110,5235,47.4016,8.60029
0,0,125,5245,47.4018,8.60029
0,0,105,5260,47.4021,8.6003
0,0,90,5270,47.4023,8.6003
12,34,105,4470,47.3814,8.59919
29,71,90,4470,47.3816,8.59919
0,0,300,4215,47.4252,8.60412
0,0,300,4200,47.4254,8.60412
0,0,300,4185,47.4256,8.60413
0,0,300,4170,47.4259,8.60413
0,0,300,4150,47.4261,8.60414
0,0,275,4235,47.4252,8.60445
0,0,275,4220,47.4254,8.60445
0,0,275,4205,47.4256,8.60446
0,0,275,4190,47.4259,8.60446
0,0,275,4170,47.4261,8.60447
0,0,285,4155,47.4263,8.60447
0,0,250,4255,47.4252,8.60478
0,0,250,4240,47.4254,8.60478
0,0,250,4225,47.4256,8.60479
0,0,250,4205,47.4259,8.60479
0,0,250,4190,47.4261,8.6048
0,0,260,4175,47.4263,8.6048
3,3,225,4260,47.4254,8.60512
0,0,225,4240,47.4256,8.60512
0,0,225,4225,47.4259,8.60513
0,0,230,4210,47.4261,8.60513
0,0,235,4195,47.4263,8.60513
0,0,245,4180,47.4265,8.60514
3,3,200,4275,47.4254,8.60545
0,0,200,4260,47.4256,8.60545
0,0,200,4245,47.4259,8.60546
0,0,205,4230,47.4261,8.60546
0,0,210,4215,47.4263,8.60547
0,0,220,4200,47.4265,8.60547
3,3,175,4295,47.4254,8.60578
0,0,175,4280,47.4256,8.60578
0,0,175,4265,47.4258,8.60579
0,0,180,4250,47.4261,8.60579
0,0,190,4235,47.4263,8.6058
0,0,150,4300,47.4256,8.60611
0,0,150,4285,47.4258,8.60612
0,0,155,4270,47.4261,8.60612
0,0,125,4320,47.4256,8.60645
0,0,125,4305,47.4258,8.60645
25,59,125,3745,47.4198,8.58312
25,59,140,3755,47.4198,8.58346
25,59,160,3730,47.42,8.58346
15,37,175,3745,47.42,8.58379
49,95,150,870,47.3832,8.53135
117,204,125,1860,47.3721,8.51722
117,204,140,1850,47.3723,8.51722
117,204,130,1845,47.3718,8.51754
117,204,145,1835,47.3721,8.51755
117,204,160,1825,47.3723,8.51755
142,243,165,1815,47.3721,8.51788
76,150,100,2585,47.3584,8.55831
8,21,130,2620,47.3582,8.55864
8,21,110,2600,47.3584,8.55864
3,3,90,2575,47.3586,8.55865
8,21,125,2610,47.3584,8.55897
3,3,105,2590,47.3586,8.55898
0,0,75,400,47.375,8.54277
0,0,100,380,47.3752,8.54277
0,0,125,360,47.3754,8.54278
75,115,75,415,47.375,8.5431
75,115,100,395,47.3752,8.5431
75,115,125,375,47.3754,8.54311
75,115,75,430,47.375,8.54343
75,115,100,410,47.3752,8.54343
75,115,125,390,47.3754,8.54344
53,74,70,465,47.3747,8.54376
75,115,90,445,47.375,8.54376
75,115,110,425,47.3752,8.54377
75,115,125,405,47.3754,8.54377
57,100,50,3350,47.3978,8.50648
57,100,55,3370,47.398,8.50648
78,138,175,2940,47.403,8.55362
78,138,180,2925,47.4028,8.55394
78,138,195,2945,47.403,8.55395
59,134,125,1340,47.3695,8.55258
59,134,125,1325,47.3697,8.55259
59,134,100,1360,47.3695,8.55291
53,98,125,1425,47.391,8.54012
53,98,145,1425,47.391,8.54045
50,89,190,3375,47.3689,8.49762
46,118,195,3425,47.4217,8.54539
46,118,180,3400,47.4219,8.5454
59,125,175,4370,47.4024,8.49465
54,105,200,2730,47.363,8.56867
55,93,235,2765,47.3628,8.56899
54,81,150,4615,47.4056,8.58613
54,81,180,4620,47.4054,8.58646
54,81,155,4635,47.4056,8.58646
54,81,190,4640,47.4054,8.58679
54,81,165,4655,47.4056,8.58679
54,81,200,4655,47.4053,8.58712
54,81,180,4675,47.4056,8.58713
43,88,350,5315,47.4183,8.50192
69,122,325,5335,47.4185,8.50192
43,88,340,5300,47.4183,8.50225
69,122,330,5325,47.4185,8.50226
106,195,50,2900,47.3601,8.56794
106,195,35,2935,47.3599,8.56827
106,195,25,2915,47.3601,8.56827
106,195,25,2950,47.3599,8.5686
106,195,0,2935,47.3601,8.56861
71,113,125,2170,47.3969,8.53196
0,0,100,3490,47.4191,8.55694
0,0,75,3465,47.4194,8.55694
0,0,100,3490,47.4191,8.55727
0,0,75,3465,47.4194,8.55727
0,0,50,3440,47.4196,8.55728
0,0,100,3485,47.4191,8.5576
0,0,75,3460,47.4194,8.5576
0,0,55,3435,47.4196,8.55761
0,0,35,3410,47.4198,8.55761
0,0,25,3385,47.42,8.55762
0,0,90,3460,47.4194,8.55793
0,0,70,3435,47.4196,8.55794
0,0,55,3410,47.4198,8.55794
0,0,90,3430,47.4196,8.55827
23,50,195,2070,47.3723,8.56621
23,50,210,2095,47.3723,8.56655
31,96,140,3820,47.358,8.58114
31,96,125,3840,47.358,8.58147
44,103,75,4240,47.4244,8.52093
41,104,100,4225,47.4247,8.52093
71,114,225,2855,47.4018,8.55492
71,114,250,2865,47.4018,8.55525
71,114,250,2890,47.4021,8.55525
21,30,275,2875,47.4018,8.55558
21,30,275,2900,47.4021,8.55558
21,30,300,2885,47.4018,8.55591
21,30,275,2910,47.4021,8.55591
3,4,315,2875,47.4016,8.55624
21,30,290,2895,47.4018,8.55624
21,30,265,2920,47.4021,8.55625
3,4,305,2885,47.4016,8.55657
21,30,285,2905,47.4018,8.55657
21,30,260,2930,47.4021,8.55658
0,0,300,2895,47.4016,8.5569
0,0,275,2915,47.4018,8.5569
0,0,275,2930,47.4018,8.55723
0,0,130,8470,47.4161,8.4429
19,50,110,8450,47.4161,8.44324
34,82,125,8460,47.4164,8.44324
34,82,140,8470,47.4166,8.44324
34,82,105,8440,47.4164,8.44357
48,116,140,8220,47.3962,8.43458
44,77,175,8190,47.396,8.43491
44,77,160,8195,47.3962,8.43491
21,51,125,7475,47.4044,8.44898
7,15,415,7685,47.4158,8.45483
7,15,440,7695,47.416,8.45483
3,6,145,6420,47.4067,8.46624
3,6,125,6400,47.4067,8.46658
3,6,110,6410,47.4069,8.46658
17,49,125,6365,47.4065,8.4669
17,49,105,6375,47.4067,8.46691
17,49,90,6390,47.4069,8.46691
17,49,110,6340,47.4065,8.46723
17,49,90,6355,47.4067,8.46724
55,137,160,7305,47.3954,8.44682
36,101,140,7310,47.3956,8.44682
55,137,145,7280,47.3954,8.44715
36,101,125,7285,47.3956,8.44715
87,210,245,7060,47.3976,8.45117
35,70,35,4310,47.4177,8.59302
35,70,25,4290,47.4179,8.59302
35,70,25,4325,47.4177,8.59335
3,4,380,6115,47.4053,8.61064
3,4,405,6130,47.4056,8.61064
11,24,430,6140,47.4058,8.61065
11,24,425,6165,47.4058,8.61098
37,71,50,4065,47.4173,8.58539
37,71,55,4080,47.4173,8.58572
37,71,75,4055,47.4175,8.58573
52,115,250,3480,47.3974,8.50382
42,66,160,1400,47.3775,8.55871
11,48,140,1425,47.3775,8.55904
12,30,75,4685,47.4026,8.5907
12,30,55,4700,47.4028,8.59071
12,30,35,4715,47.4031,8.59071
0,0,25,4730,47.4033,8.59072
12,30,75,4705,47.4026,8.59104
12,30,50,4720,47.4028,8.59104
12,30,25,4735,47.4031,8.59105
0,0,0,4750,47.4033,8.59105
0,0,75,4725,47.4026,8.59137
0,0,55,4740,47.4028,8.59137
0,0,35,4755,47.4031,8.59138
0,0,25,4770,47.4033,8.59138
0,0,50,4790,47.4033,8.59171
44,59,200,3805,47.4037,8.57384
10,34,195,3825,47.4037,8.57417
10,34,175,3840,47.4037,8.5745
85,212,130,5325,47.3934,8.47327
33,67,180,3890,47.4016,8.57843
33,67,195,3910,47.4016,8.57876
33,67,175,3925,47.4018,8.57876
72,144,155,4385,47.4084,8.57758
72,144,145,4385,47.4081,8.57791
72,144,130,4400,47.4084,8.57791
26,60,75,3185,47.3976,8.50912
48,86,100,4880,47.4038,8.48772
48,86,100,4895,47.404,8.48772
38,53,125,4860,47.4038,8.48805
38,53,125,4875,47.404,8.48805
0,0,130,4890,47.4043,8.48806
62,94,25,970,47.3845,8.53138
62,94,35,990,47.3848,8.53138
62,94,0,955,47.3845,8.53171
5,8,195,4895,47.3625,8.60076
0,0,210,4885,47.3627,8.60077
31,65,145,4935,47.362,8.60108
31,65,160,4925,47.3623,8.60109
31,65,175,4915,47.3625,8.60109
0,0,195,4910,47.3627,8.6011
0,0,215,4900,47.3629,8.6011
31,65,110,4965,47.3618,8.60141
31,65,125,4955,47.362,8.60141
31,65,140,4950,47.3623,8.60142
31,65,160,4940,47.3625,8.60142
0,0,180,4930,47.3627,8.60143
31,65,90,4990,47.3618,8.60174
31,65,105,4980,47.362,8.60174
31,65,125,4970,47.3623,8.60175
31,65,145,4965,47.3625,8.60175
31,65,110,4995,47.3622,8.60208
3,3,55,720,47.3728,8.53478
3,3,75,700,47.373,8.53478
0,0,100,680,47.3732,8.53479
0,4,70,705,47.3728,8.53511
0,4,90,685,47.373,8.53511
3,4,110,665,47.3732,8.53512
14,27,205,3350,47.4083,8.5418
14,27,200,3375,47.4085,8.54181
14,27,225,3375,47.4085,8.54214
14,31,190,8660,47.4184,8.44195
26,86,380,8135,47.411,8.4438
15,39,130,4420,47.4205,8.60103
15,39,145,4440,47.4205,8.60136
34,86,105,7205,47.4285,8.4723
9,22,70,7190,47.4282,8.47263
9,22,90,7180,47.4285,8.47263
9,22,55,7165,47.4282,8.47296
9,22,75,7160,47.4285,8.47296
55,97,100,7150,47.4287,8.47297
9,22,75,7135,47.4285,8.47329
55,97,100,7125,47.4287,8.4733
64,112,175,2320,47.4296,8.5661
64,112,180,2325,47.4296,8.56643
0,0,165,2630,47.4267,8.56472
0,0,145,2605,47.4269,8.56472
0,0,125,2580,47.4272,8.56473
0,0,105,2555,47.4274,8.56473
0,0,110,2585,47.4272,8.56506
4,69,165,1400,47.3804,8.55844
4,69,190,1405,47.3807,8.55845
4,69,180,1430,47.3807,8.55878
53,98,160,1375,47.3905,8.54011
3,7,125,3470,47.3876,8.49634
3,7,150,3475,47.3878,8.49634
3,7,125,3445,47.3875,8.49667
93,137,215,1880,47.3634,8.55246
93,137,195,1860,47.3636,8.55246
0,0,205,780,47.3749,8.54939
0,0,180,770,47.3751,8.54939
0,0,155,760,47.3754,8.5494
0,0,165,780,47.3754,8.54973
0,0,145,775,47.3756,8.54973
30,73,255,4270,47.4068,8.57788
55,117,230,2985,47.3808,8.50084
59,110,150,3625,47.4093,8.52592
59,110,175,3650,47.4095,8.52593
59,110,175,3640,47.4095,8.52626
27,50,195,3730,47.4104,8.52661
27,50,210,3725,47.4104,8.52694
84,138,100,1280,47.389,8.53445
84,138,125,1305,47.3892,8.53445
84,138,130,1295,47.3892,8.53478
66,137,155,1320,47.3894,8.53479
16,26,235,4295,47.404,8.58245
4,14,210,4315,47.4043,8.58246
16,26,245,4315,47.404,8.58279
4,14,220,4330,47.4043,8.58279
4,14,200,4350,47.4045,8.5828
4,14,235,4350,47.4043,8.58312
4,14,215,4365,47.4045,8.58313
4,14,195,4385,47.4047,8.58313
36,95,250,4370,47.4043,8.58345
36,95,230,4385,47.4045,8.58346
42,66,160,1350,47.378,8.55806
42,66,145,1375,47.378,8.55839
29,96,275,3650,47.4081,8.56002
29,96,285,3660,47.4081,8.56035
21,51,355,1315,47.3726,8.55563
9,25,125,1835,47.3799,8.56439
4,8,150,1840,47.3802,8.56439
9,25,130,1860,47.3799,8.56472
4,8,155,1865,47.3802,8.56473
50,102,190,1605,47.377,8.51897
50,102,210,1600,47.3772,8.51898
50,102,235,1600,47.3774,8.51898
147,227,180,1580,47.3768,8.5193
150,219,200,1580,47.377,8.5193
150,219,220,1575,47.3772,8.51931
147,227,195,1555,47.3768,8.51963
150,219,215,1555,47.377,8.51964
150,219,235,1555,47.3772,8.51964
147,227,195,1535,47.3765,8.51996
147,227,210,1535,47.3768,8.51996
150,219,230,1530,47.377,8.51997
147,227,215,1510,47.3765,8.52029
147,227,230,1510,47.3768,8.52029
150,219,245,1505,47.377,8.5203
0,0,90,910,47.3731,8.54968
0,0,105,895,47.3733,8.54969
0,0,90,915,47.3733,8.55002
0,0,110,900,47.3736,8.55002
48,120,190,3035,47.4253,8.54613
48,120,165,3025,47.4253,8.54646
48,120,180,3000,47.4255,8.54647
27,55,175,1160,47.3753,8.55502
28,72,210,1660,47.3674,8.55552
58,121,220,1640,47.3677,8.55552
50,96,75,6670,47.372,8.45233
50,96,100,6645,47.372,8.45267
15,42,100,6640,47.3722,8.45267
9,23,360,7865,47.4161,8.45218
3,8,380,7880,47.4163,8.45218
46,88,190,6910,47.4086,8.46032
46,88,180,6925,47.4088,8.46032
46,88,165,6890,47.4086,8.46065
6,10,110,6575,47.3715,8.45365
6,10,130,6570,47.3717,8.45365
6,10,100,6550,47.3715,8.45398
6,10,125,6545,47.3717,8.45399
6,10,150,6545,47.372,8.45399
3,5,100,6525,47.3715,8.45431
